,Unnamed: 0,txt,len,path
9200,9200,slide_cabinet_open,330,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode9/left_shoulder_rgb
9201,9201,slide_cabinet_open,330,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode9/overhead_rgb
9202,9202,slide_cabinet_open,330,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode9/wrist_rgb
9203,9203,slide_cabinet_open,330,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode9/right_shoulder_rgb
9204,9204,slide_cabinet_open,330,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode9/front_rgb
9205,9205,slide_cabinet_open,215,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode3/front_rgb
9206,9206,slide_cabinet_open,215,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode3/right_shoulder_rgb
9207,9207,slide_cabinet_open,215,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode3/left_shoulder_rgb
9208,9208,slide_cabinet_open,215,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode3/overhead_rgb
9209,9209,slide_cabinet_open,215,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode3/wrist_rgb
9210,9210,slide_cabinet_open,132,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode11/right_shoulder_rgb
9211,9211,slide_cabinet_open,132,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode11/front_rgb
9212,9212,slide_cabinet_open,132,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode11/overhead_rgb
9213,9213,slide_cabinet_open,132,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode11/left_shoulder_rgb
9214,9214,slide_cabinet_open,132,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode11/wrist_rgb
9215,9215,slide_cabinet_open,234,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode16/wrist_rgb
9216,9216,slide_cabinet_open,234,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode16/left_shoulder_rgb
9217,9217,slide_cabinet_open,234,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode16/overhead_rgb
9218,9218,slide_cabinet_open,234,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode16/front_rgb
9219,9219,slide_cabinet_open,234,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode16/right_shoulder_rgb
9220,9220,slide_cabinet_open,140,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode4/overhead_rgb
9221,9221,slide_cabinet_open,140,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode4/front_rgb
9222,9222,slide_cabinet_open,140,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode4/left_shoulder_rgb
9223,9223,slide_cabinet_open,140,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode4/right_shoulder_rgb
9224,9224,slide_cabinet_open,140,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode4/wrist_rgb
9225,9225,slide_cabinet_open,232,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode0/wrist_rgb
9226,9226,slide_cabinet_open,232,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode0/left_shoulder_rgb
9227,9227,slide_cabinet_open,232,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode0/right_shoulder_rgb
9228,9228,slide_cabinet_open,232,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode0/overhead_rgb
9229,9229,slide_cabinet_open,232,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode0/front_rgb
9230,9230,slide_cabinet_open,146,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode12/left_shoulder_rgb
9231,9231,slide_cabinet_open,146,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode12/overhead_rgb
9232,9232,slide_cabinet_open,146,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode12/front_rgb
9233,9233,slide_cabinet_open,146,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode12/wrist_rgb
9234,9234,slide_cabinet_open,146,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode12/right_shoulder_rgb
9235,9235,slide_cabinet_open,154,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode18/wrist_rgb
9236,9236,slide_cabinet_open,154,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode18/overhead_rgb
9237,9237,slide_cabinet_open,154,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode18/right_shoulder_rgb
9238,9238,slide_cabinet_open,154,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode18/front_rgb
9239,9239,slide_cabinet_open,154,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode18/left_shoulder_rgb
9240,9240,slide_cabinet_open,150,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode15/wrist_rgb
9241,9241,slide_cabinet_open,150,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode15/left_shoulder_rgb
9242,9242,slide_cabinet_open,150,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode15/overhead_rgb
9243,9243,slide_cabinet_open,150,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode15/right_shoulder_rgb
9244,9244,slide_cabinet_open,150,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode15/front_rgb
9245,9245,slide_cabinet_open,226,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode7/wrist_rgb
9246,9246,slide_cabinet_open,226,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode7/right_shoulder_rgb
9247,9247,slide_cabinet_open,226,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode7/overhead_rgb
9248,9248,slide_cabinet_open,226,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode7/left_shoulder_rgb
9249,9249,slide_cabinet_open,226,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode7/front_rgb
9250,9250,slide_cabinet_open,161,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode17/overhead_rgb
9251,9251,slide_cabinet_open,161,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode17/front_rgb
9252,9252,slide_cabinet_open,161,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode17/right_shoulder_rgb
9253,9253,slide_cabinet_open,161,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode17/left_shoulder_rgb
9254,9254,slide_cabinet_open,161,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode17/wrist_rgb
9255,9255,slide_cabinet_open,134,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode5/front_rgb
9256,9256,slide_cabinet_open,134,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode5/left_shoulder_rgb
9257,9257,slide_cabinet_open,134,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode5/right_shoulder_rgb
9258,9258,slide_cabinet_open,134,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode5/wrist_rgb
9259,9259,slide_cabinet_open,134,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode5/overhead_rgb
9260,9260,slide_cabinet_open,343,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode2/right_shoulder_rgb
9261,9261,slide_cabinet_open,343,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode2/left_shoulder_rgb
9262,9262,slide_cabinet_open,343,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode2/front_rgb
9263,9263,slide_cabinet_open,343,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode2/overhead_rgb
9264,9264,slide_cabinet_open,343,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode2/wrist_rgb
9265,9265,slide_cabinet_open,260,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode8/wrist_rgb
9266,9266,slide_cabinet_open,260,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode8/left_shoulder_rgb
9267,9267,slide_cabinet_open,260,/shared/mandi/all_rlbench_data/slide_cabinet_open/variation0/episodes/episode8/overhead_rgb
